线路名称,线路类型,运行时间,参考票价,公交公司,最后更新,公交路线-往
南京72路公交车路线,[江南线路(1-399)],月苑南路 05:10-21:00|东宝路总站 06:10-22:00,空调车2元（无人售票，IC卡通用）,南京公交集团第一客运公司,2024-03-28,月苑南路---月苑小区---北苑新村---长营村---迈皋桥东---和燕路·迈皋桥---东井村---红山站---东井亭---安怀村东---安怀村---中央门北---中央门西---金桥市场---钟阜路·城河村---钟阜路(市第二医院)---新门口---福建路---福建路·萨家湾---察哈尔路东---镇江路---古平岗西---定淮门---佳盛花园---清江花苑---...---34东宝路总站---舸舫西园---海德卫城---宝船遗址公园---中保村---银城街---湘江路---鼓教二村---育才公寓---东宝路总站
南京73路公交车路线,[江南线路(1-399)],兴卫村 05:10-20:30|水佐岗 06:00-21:30,空调车2元（无人售票，IC卡通用）,南京公交集团第一客运公司,2024-03-28,兴卫村---合作村东---兴都花园---南山---兴贤家园---紫金墨香苑---月苑南路---月苑小区南---北苑新村南---藤子村---依维柯---青年路---华跃路西---曹后村---新庄广场北---龙蟠路·南京站东---龙蟠路·南京站西---中央门东---金桥市场---钟阜路·城河村---钟阜路(市第二医院)---新门口---邮电大学---新模范马路·虹桥---水佐岗---...---26古平岗---古平岗
南京74路公交车路线,[江南线路(1-399)],江苏路 06:00-23:00|二桥公园 05:15-22:10,空调车2元（无人售票，IC卡通用）,南京公交集团第一客运公司,2024-03-28,二桥公园---蓝燕宾馆---化工一厂---枣林村---太新路---燕子矶地铁站---胜利村---城市绿洲---晓庄地铁站北---晓庄---和燕路·青城路---南砖新村---迈皋桥广场---省中西医结合医院---十字街---红山森林动物园---红山路·华跃路---曹后村---新庄广场北---新模范马路东---新模范马路·青石村---司背后---中山北路·虹桥---傅佐路---江苏路
南京75路公交车路线,[江南线路(1-399)],春江新城北 05:40-21:40|莫愁新寓 06:20-22:30,2元（无人售票，IC卡通用）,南京公交集团第三客运公司,2024-03-28,莫愁新寓---汉中门大街东---虎踞南路·汉中门---虎踞南路·建邺路---虎踞南路·水西门---凤台路·水西门---集庆门---殷高巷---钓鱼台---窑湾街---雨花西路---能仁里---安德门地铁站---菊花台公园---安德门大街·东向花---天隆寺地铁站---宁双路---宁双路东---宁双路西---软件谷大数据基地---西春路·宁双路---西春路南---韩府坊---江泉路---春江新城---...---28春江新城北---升景坊---新河苑---春江新城北
南京76路公交车路线,[江南线路(1-399)],尧化门 05:30-22:00|玉桥商业广场 06:00-23:00,单一票价2元,南京公交集团第一客运公司,2024-03-28,尧化门总站---省人民医院栖霞分院---尧化新村---金尧山庄南门---丁家庄---奋斗村---奋斗村西---寅春路·华银路---丁家庄地铁站---寅春路·瑞福街---化纤新村---万寿停车场---迈化路·万晓路---青秀城南---逸文路·玉尚路---逸文路南---熙湲路·逸文路---省救灾中心---迈化路西---和燕路·迈皋桥---东井村---红山站---东井亭---黄家圩---龙蟠路·南京站西---...---27玉桥商业广场---中央门东---玉桥商业广场
南京77路公交车路线,[江南线路(1-399)],丁家庄05:40-21:15|水关桥06:30-22:00,空调车2元（无人售票，IC卡通用）,南京公交集团第一客运公司,2024-03-28,丁家庄---奋斗村---奋斗村西---兴卫村---合作村东---兴都花园---南山---小营村西---月苑小区北---北苑新村---长营村---迈皋桥东---和燕路·迈皋桥---东井村---红山站---东井亭---安怀村东---安怀村---河路道---干休所---五佰村路---五塘村---幕府新村---纬一路---大庙村---...---28水关桥---水关桥---水关桥西---水关桥
南京78路公交车路线,[江南线路(1-399)],水关桥总站 05:30-21:00|白鹭花园 06:10-21:40,空调车2元（无人售票，IC卡通用）,南京公交集团第三客运公司,2024-03-28,水关桥总站---水关桥---水关桥西---晓街---五所村---新民路---铁路北街---铁路北街南---三牌楼大街北---和会街---新模范马路·虹桥---中山北路·虹桥---傅佐路---江苏路---莫干路---宁海路---脑科医院---拉萨路---牌楼巷---汉中路·汉中门---汉中门大街东---莫愁湖公园西门---莫愁湖西路---水西门大街·大士茶亭---玉塘村---...---27白鹭花园---沿河村---白鹭花园
南京79路公交车路线,[江南线路(1-399)],翠林总站 06:00-21:20|迈化路西 06:40-22:00,空调车2元（无人售票，IC卡通用）,南京公交集团第一客运公司,2024-03-28,翠林总站---新城路·翠林北路---尧辰路·新城路---金尧路中---栖霞中学南---青田雅居---金尧花园---烷基苯厂---太平山公园---万寿---迈化路·万晓路---青秀城南---逸文路·玉尚路---新城尚座---北城嘉园---熙湲路东---熙湲路·逸文路---省救灾中心---迈化路西
南京80路公交车路线,[江南线路(1-399)],富贵山总站 05:20-21:20|福园街 06:00-22:00,空调车2元（无人售票，IC卡通用）,南京公交集团第二客运公司,2024-03-28,富贵山总站---后宰门---马标---珠江路·小营---浮桥---大行宫北---南京图书馆---大行宫南---杨公井(八一医院)---太平南路·常府街---小火瓦巷---内桥---张府园(西)---建邺路---建邺路·止马营---虎踞南路·水西门---凤台路·水西门---集庆门大桥西---南湖集贸市场---东升村(省第二中医院)---集庆门大街·南湖路---集庆门大街·湖西街---白鹭花园---集庆门大街·江东中路---福园街
南京81路公交车路线,[江南线路(1-399)],南理工科技园 05:15-22:15|福园街 06:00-23:00,空调车2元（无人售票，IC卡通用）,南京公交集团第二客运公司,2024-03-28,南理工科技园---清新家园---光华路·胜利村路---牌楼---海福巷东---海福巷西---工程兵学院---天堂村---石门坎---石门坎西---光华路西---中和桥---秦虹路·马家圩---秦虹小区---秦虹西---节制闸---节制闸西---武定门---琵琶巷---市第一医院---殷高巷---集庆门---集庆门大桥西---南湖集贸市场---东升村(省第二中医院)---...---30福园街---集庆门大街·南湖路---集庆门大街·湖西街---白鹭花园---集庆门大街·江东中路---福园街
南京82路公交车路线,[江南线路(1-399)],泰山路总站 05:15-21:30|石杨路·江南明珠 06:10-22:30,空调车2元（无人售票，IC卡通用）,南京公交集团第三客运公司,2024-03-28,泰山路总站---黄山路·牡丹江街---梦都大街·庐山路---江东中路·梦都大街---江东中路·兴隆大街---江东中路·月安街---江东中路·集庆门大街---江东万达广场---江东中路·水西门大街---裕华名居---康怡花园---汉中门大街·嫩江路---莫愁新寓---汉中门大街东---莫愁湖东路北---建邺路·止马营---建邺路---张府园(西)---白下路---白下路·大中桥---通济门(东)---大光路---解放南路南---光华园---光华东街---...---33石杨路·江南明珠---紫金路---苜蓿园大街南---工程兵学院---海福巷西---友谊河路---友谊河路南---万达家园---石杨路·江南明珠
南京83路公交车路线,[江南线路(1-399)],新模范马路东 05:20-22:00|白鹭花园 06:00-22:00,空调车2元（无人售票，IC卡通用）,南京公交集团第三客运公司,2024-03-28,白鹭花园---集庆门大街·湖西街---东升村(省第二中医院)---南湖集贸市场---彩虹苑---集庆门大桥西---集庆门大街东(北)---长虹路---长虹路北---莫愁路·水西门---莫愁路·朝天宫---莫愁路北---五台山---五台山北---上海路·北京西路---云南路·大方巷---山西路---中山北路·虹桥---新模范马路·虹桥---司背后---新模范马路·青石村---新模范马路东
南京84路公交车路线,[江南线路(1-399)],南京南站 05:20-21:20|理工大 06:00-22:00,空调车2元（无人售票，IC卡通用）,南京公交集团第四客运公司,2024-03-28,南京南站---玉盘西街---茶花路---翠岛花城---玉兰路---丁墙村---郁金香路东---城头城---洪家园西---洪家园---南京市中医院---后江沿---光卡路---马家圩---中和桥---光华路西---石门坎---天堂村---苜蓿园大街南---小天堂---苜蓿园大街---富丽山庄北(南京郑和外校)---童卫路南---童卫路---童卫路·卫岗---...---27理工大---小卫街---理工大
南京85路公交车路线,[江南线路(1-399)],元前路总站 05:30-21:00|赛虹桥 06:30-22:00,空调车2元（无人售票，IC卡通用）,南京公交集团第三客运公司,2024-03-28,元前路总站---元前路·吴侯街---高庙路地铁站---高庙路·青莲街---吴侯街·高庙路---螺塘路·吴侯街---螺塘路·永初路---中和路·高庙路---清辉园---中和村南---中和村---中和村北---清荷园北---黄山路·金沙江东街---黄山路·双和街---双和园---创智路·丰安路---嘉陵江东街·泰山路---恒山路·嘉陵江东街---恒山路·河西大街---河西大街·元通东---江东中路·元通---江东中路·富春江西街---奥体中心东门---江东中路·梦都大街---...---35赛虹桥---兴隆大街·江东中路---河西金陵中学北门---兴隆大街·黄山路(南京高等职业技术学校北门)---四松庵西---四松庵东---兴隆大街·泰山路---兴隆大街·西城路---赛上路---凤台南路---赛虹桥
南京86路公交车路线,[江南线路(1-399)],汇景西路 05:45-20:20|河西金陵中学 06:30-21:05,空调车2元（无人售票，IC卡通用）,南京公交集团第四客运公司,2024-03-28,汇景西路---汇景家园·景文苑---双龙街---明发商业广场---明城大道北---软件大道东---卡子门大街南---郁金香路东---丁墙村---翠岛花城北---郁金香路·南京科技馆---阅城国际南门---南北中村---花神大道---望江矶---公交总公司驾校---雨花南路·安德门---能仁里---西云村---西云村北---怡康街·西城路---怡康街东---怡康街·泰山路---怡康街·嵩山路---怡康街·庐山路---...---29河西金陵中学---怡康街·云锦路---江东中路·兴隆大街---兴隆大街·江东中路---河西金陵中学
南京87路公交车路线,[江南线路(1-399)],雨花台南大门 05:00-21:00|上坊保障房总站 06:00-22:00,空调车2元（无人售票，IC卡通用）,南京公交集团第四客运公司,2024-03-28,雨花台南大门---公交总公司驾校---雨花南路·安德门---能仁里---雨花西路---窑湾街---钓鱼台---市第一医院---琵琶巷---武定门---白鹭东苑---七里街---通济门---公园路---瑞金路---月牙湖---苜蓿园大街---小天堂---苜蓿园大街南---天堂村---工程兵学院---海福巷西---友谊河路---友谊河路南---杨庄村委会---...---33上坊保障房总站---杨庄村---石杨路·银龙花园---杨庄---石杨路·永丰大道---石杨路·沧麒路---润发路北---万福路---上坊保障房总站
南京88路公交车路线,[江南线路(1-399)],定坊工业园 05:15-22:15|双桥门北 06:00-23:00,空调车2元（无人售票，IC卡通用）,南京公交集团第三客运公司,2024-03-28,定坊工业园---茗苑路---韩府大街·大周路---大周路北---大定坊---王燕街---银杏山庄---铁心桥南---铁心桥---宁双路---安德门大街·软件大道---天隆寺地铁站---安德门大街·东向花---菊花台公园---安德门---能仁里---雨花西路---窑湾街---钓鱼台---市第一医院---琵琶巷---武定门---秦虹桥---双桥门
南京89路公交车路线,[江南线路(1-399)],钟灵街 05:30-20:15|上坊西 06:00-21:00,空调车2元（无人售票，IC卡通用）,南京公交集团第二客运公司,2024-03-28,钟灵街---大栅门---孝陵卫---理工大---小卫街东---胜利村路---玄武军休六所---紫金南苑---友谊河路---友谊河路南---杨庄村委会---杨庄村---石杨路·银龙花园---杨庄---石杨路·永丰大道---石杨路·沧麒路---润发路北---润发路中---村西岗---万泰路北---润发路---润麒路---东山工业集中区---西市井---上高线·东麒路---...---30上坊西---上高路·市井---永安村---万安北路·天赐路---万安北路---上坊西
南京90路公交车路线,[江南线路(1-399)],定林总站 05:20-21:10|光华门 06:10-22:00,空调车2元（无人售票，IC卡通用）,南京公交集团第二客运公司,2024-03-28,定林总站---启迪方洲---智汇路·沧波门北街---人口学院---谢盖---南庄---养护中心---艾塘---大里墅东---大里墅西---农副产品物流中心东---农副产品物流中心西---万泰路南---万泰路·丰泽路---丰泽路---润发路中---润发路北---石杨路·沧麒路---石杨路·永丰大道---杨庄---石杨路·银龙花园---杨庄村---杨庄村委会---友谊河路南---友谊河路---...---33光华门---海福巷西---工程兵学院---天堂村---苜蓿园大街南---紫金路---光华东街---光华园---光华门
南京90路区间公交车路线,[江南线路(1-399)],定林总站 06:25-19:30|光华门 07:00-20:05,空调车2元（无人售票，IC卡通用）,南京公交集团第二客运公司,2024-03-28,定林总站---启迪方洲---智汇路·沧波门北街---光华路·运粮河东路---光华路·桃园路---南理工科技园---清新家园---光华路·胜利村路---牌楼---海福巷东---海福巷西---工程兵学院---天堂村---石门坎---石门坎西---光华路西---光华门
南京91路公交车路线,[江南线路(1-399)],郑和南路 06:00-21:30|白马公园 06:15-21:30,空调车2元（无人售票，IC卡通用）,南京公交集团第三客运公司,2024-03-28,郑和南路---新河二村---舸舫西园---清江花苑---龙园西路北---龙江花园---江东北路·草场门大街---江东北路·闽江路---江东北路·清凉门大街---中心南村---清凉门大街·湛江路---清凉门大桥西---清凉山---省人民医院---脑科医院---随家仓---儿童医院---珠江路·中山路---莲花桥---浮桥---珠江路·小营---龙蟠中路·荷包套---太平门南---白马公园
南京92路环线公交车路线,[江南线路(1-399)],中和村·高庙路 06:00-20:00,空调车2元（无人售票，IC卡通用）,南京公交集团第三客运公司,2024-03-28,中和路·高庙路---清辉园---螺塘路·永初路---螺塘路地铁站---青莲街地铁站北---高庙路·青莲街---龙王大街·高庙路---邺城路·龙王大街东---邺城路·吴侯街---平良大街地铁站---江东南路·友谊街---江东中路·江山大街---金沙江东街·恒山路---黄山路·金沙江东街---清荷园北---友谊街·中和路---油坊桥地铁站南---莲池路·平良大街---平良大街东---中和村南---中和村·高庙路
南京93路公交车路线,[江南线路(1-399)],白下高新园区南 05:15-22:05|兰园 06:05-23:00,空调车2元（无人售票，IC卡通用）,南京公交集团第二客运公司,2024-03-28,白下高新园区南---运粮河东路·智汇路---运粮河东路·水街坊---运量河东路·光华路---运粮河西路·紫霞路---运粮河西路·紫光路---紫霞路---永丰大道·紫霞路(斯坦德)---永丰大道·紫丹路(天安数码城)---永丰大道·紫霄路---石杨路·永丰大道---杨庄---银龙花园---银龙花园东---西桐桥---银龙雅苑---湿地公园---友谊河路南---友谊河路---海福巷西---工程兵学院---天堂村---苜蓿园大街南---小天堂---苜蓿园大街---...---36兰园---月牙湖---外五龙桥东---瑞金路---公园路---龙蟠中路·逸仙桥---龙蟠中路·毗卢寺---龙蟠中路·小营---龙蟠中路·荷包套---太平门南---北京东路·九华山---兰园
南京94路公交车路线,[江南线路(1-399)],岱山南路总站西 05:30-22:00|安德门 06:10-22:40,2元（无人售票，IC卡通用）,南京公交集团第三客运公司,2024-03-28,岱山南路总站西---岱山南路·夏家村街---岱山西路总站---岱善路西---岱善路·徐村街---平治东苑北---岱山东路·西柿路---圣玻路西---圣玻路东---梅欣小区---梅山高级中学---梅山第二中学---韩府大街·梅山桥---梅山桥---陇西路西---龙凤佳园---东升山庄---油坊村---冯圩村---三江公寓---三江学院---铁心桥南---铁心桥---宁双路---安德门大街·软件大道---...---29安德门---天隆寺地铁站---安德门大街·东向花---菊花台公园---安德门
南京95路公交车路线,[江南线路(1-399)],南堡公园西 06:00-21:40|总统府 06:00-22:30,空调车2元（无人售票，IC卡通用）,南京公交集团第一客运公司,2024-03-28,南堡公园西---金陵六村---燕江路---金陵小区---金陵村---金燕路南---水关桥---水关桥西---晓街---金海市场---民生街---钟阜路·城河村---黑龙江路西---南瑞路·紫竹林---东柏果园---司背后街---市青少年宫---湖北路---湖北路南---中山北路·鼓楼---丹凤街---大石桥---东南大学---四牌楼---大行宫北---...---27总统府---大行宫东---总统府
南京96路公交车路线,[江南线路(1-399)],小行小区 06:00-22:00|雨花开发区 05:15-21:15,2元（无人售票，IC卡通用）,南京公交集团第三客运公司,2024-03-28,小行小区---河西大街·中胜东---油坊桥立交东---油坊桥立交南---竹柳新村---油坊桥地铁站东---西善桥北---顾家庄---地勘新苑---建宁---建宁一村---芮村---西善桥地铁站---天保桥---黄村---红太阳装饰城3号门---板桥农场---柿子树---凤集大道·龙飞路---雨花经开区管委会---金叶花园---龙飞路·凤汇大道---凤汇大道·龙慧路---锦华新城北---洋河营运中心---...---26雨花开发区---雨花开发区
南京97路公交车路线,[江南线路(1-399)],灵山北路总站 05:45-22:15|南京站·南广场东 06:30-23:00,空调车2元（无人售票，IC卡通用）,南京公交集团第二客运公司,2024-03-28,灵山北路总站---南京市委党校---学原路---学原路·中医药大学---中医药大学---杉湖东路---南京邮电大学---南京财经大学[仙林]---文苑路---亚东新城区---文苑路西---仙隐北路---雁鸣山庄---仙隐北路·鹤鸣路---尧胜村---徐庄软件园东---徐庄软件园---东杨坊---聚宝山地铁站---王家湾---伊刘邨---樱铁村---玄武大道·长途东站---新庄广场东---龙蟠路·南京站东---...---26南京站·南广场东---南京站·南广场东
南京98路公交车路线,[江南线路(1-399)],春江新城 05:30-21:00|象房村 06:10-21:40,空调车2元（无人售票，IC卡通用）,南京公交集团第三客运公司,2024-03-28,春江新城---江泉路---凤信路西---铁心桥---龙西路---吴尚村---荷塘村---石马---景明佳园(景家村)---万博花卉---尹家巷---尹家巷北---南北中村---花神大道---花神庙[雨花台中学]---紫荆花路(南京科技馆)---宁南小区---紫荆花路东---城头城---路子铺---秦虹桥---白鹭东苑---七里街---象房村西路---象房村
南京99路公交车路线,[江南线路(1-399)],景明佳园 05:20-21:20|银城东苑 06:00-22:00,空调车2元（无人售票，IC卡通用）,南京公交集团第四客运公司,2024-03-28,景明佳园---万博花卉---尹家巷---软件大道地铁站东---花神庙地铁站---翠岛花城---花神美境---软件大道东---窨子山---春天家园---南京市中医院---后江沿---光卡路---马家圩---中和桥---光华园---光华东街---紫金路---小天堂---苜蓿园大街---富丽山庄北(南京郑和外校)---后标营路·童卫路---钟山花园城---东苑北---银城东苑
南京100路公交车路线,[江南线路(1-399)],安德门 05:15-22:00|南医大二附院总站 06:00-22:45,空调车2元（无人售票，IC卡通用）,南京公交集团第四客运公司,2024-03-28,安德门---能仁里---雨花西路---窑湾街---钓鱼台---中山南路·新桥---中山南路·升州路---三元巷---新街口南---新街口北---中山路·珠江路北---中山北路·鼓楼---中山北路·大方巷---山西路---中山北路·虹桥---中山北路·三牌楼---萨家湾---南医大二附院东院---盐仓桥广场西---挹江门---热河南路---南医大二附院---姜家圩---姜家园南---南医大二附院总站
南京101路公交车路线,[江南线路(1-399)],仙新路地铁站 05:30-20:00|五马渡 06:30-21:00,2元（无人售票，IC卡通用）,南京公交集团第一客运公司,2024-03-28,仙新路地铁站---尧顺家园南---前新塘---尧化门总站东---新城佳园---吴家边---青田雅居---金尧花园---金尧西路---丁家庄---燕新路·福寿街---燕新路·瑞平街---燕新路·瑞福大街---化纤新村---万寿---燕城大道·寅春西路---神农路桥---南京特教学院---神农路·燕园路---神农路西---吉祥庵地铁站---胜利村---燕子矶地铁站---化工新村东---门坡---...---31五马渡---燕子矶公园---燕子矶头台洞---燕子矶二台洞---燕子矶三台洞---石师渡---五马渡
南京102路公交车路线,[江南线路(1-399)],邺城路·龙王大街 06:30-21:00|白龙江西街总站 06:50-21:30,空调车2元（无人售票，IC卡通用）,南京公交集团第三客运公司,2024-03-28,邺城路·龙王大街---邺城路·龙王大街东---邺城路·吴侯街---邺城路·平良大街---邺城路·青奥村东---国际青年文化中心---青年文化中心东门---金沙江西街东---江东中路·博览中心东门---江东中路·白龙江东街---河西大街·元通西---燕山路·白龙江西街
南京103路公交车路线,[江南线路(1-399)],宁双路西 06:00-20:00|中和村南 06:45-20:45,空调车2元（无人售票，IC卡通用）,南京公交集团第三客运公司,2024-03-28,宁双路西---云密城南---凤信路西---铁心桥服务区北---贾西东---贾西新苑北---贾西新苑---贾西地铁站---东升山庄西门---陇淮路---善水路---滨河北路西---梅岭小区---西善桥北---莲池路·平良大街---油坊桥地铁站---莲花新城北苑北门---莲花新城北苑西门---友谊街·中和路---中和村---中和村南
南京104路公交车路线,[江南线路(1-399)],莫愁新寓 06:00-20:00|郑和南路 06:30-20:30,空调车2元（无人售票，IC卡通用）,南京公交集团第三客运公司,2024-03-28,莫愁新寓(总站)---汉中门大街东---凤凰街---凤凰东街·清凉门大街---凤凰东街·北圩路---龙园东路·龙园南路---龙园东路·草场门大街---郑淮路·定淮门大街---郑淮路北---舸舫西园---新河二村---郑和南路
南京105路公交车路线,[江南线路(1-399)],燕江新城总站 06:00-21:00|南京站·北广场西 06:40-20:40,空调车2元（无人售票，IC卡通用）,南京公交集团第一客运公司,2024-03-28,燕江新城总站---盛春路·神农路---笆斗山路中---壮举路·神农路---壮举路·春树街---化纤厂---化纤新村---万寿停车场---大瓜园东---大瓜园---晓庄广场东---晓庄---和燕路·青城路---南砖新村---和燕路·迈皋桥---东井村---红山站---东井亭---黄家圩---南京站·北广场西
南京106路公交车路线,[江南线路(1-399)],花园公交总站 05:20-22:15|上坝 04:40-21:30,空调车2元（无人售票，IC卡通用）,南京公交集团第一客运公司,2024-03-28,花园公交总站---顾家村---花园---南京综保区---三江口---滨江---叶庄---严庄---营防---营防东---官州路---新圩路---天界村---同心路---块子村---块子桥---老摊路---上坝
南京108路公交车路线,[江南线路(1-399)],安德门 05:30-20:00|琥珀花园西 06:00-20:30,空调车2元（无人售票，IC卡通用）,南京公交集团第四客运公司,2024-03-28,安德门(地铁站)---菊花台公园---安德门大街·东向花---天隆寺(地铁站)---宁双路---铁心桥---春江路东---春江路西---韩府坊---琥珀花园东---琥珀花园西
南京109路公交车路线,[江南线路(1-399)],青奥村总站 06:00-21:00|莫愁湖公园西门 06:40-21:40,空调车2元（无人售票，IC卡通用）,南京公交集团第三客运公司,2024-03-28,青奥村总站---青奥村南门---青奥南路西---江东南路·友谊街---江东中路·江山大街---江东中路·博览中心东门---江东中路·白龙江东街---江东中路·元通南---江东中路·元通---江东中路·富春江西街---奥体中心东门---江东中路·梦都大街---江东中路·兴隆大街---江东中路·月安街---所街村---金地名京---云锦路---云锦路·水西门大街---茶亭东街---水西门大街·大士茶亭---莫愁湖西路---莫愁湖公园西门
南京110路公交车路线,[江南线路(1-399)],紫金明珠 05:40-21:10|富春江东街·云龙山路06:40-22:10,空调车2元（无人售票，IC卡通用）,南京公交集团第二客运公司,2024-03-28,紫金明珠---南理工科技园---清新家园---光华路·胜利村路---牌楼---海福巷东---海福巷西---工程兵学院---天堂村---石门坎---石门坎西---光华路西---中和桥---马家圩---康美里---双桥门西---应天大街·养虎巷---梅花村---应天大街·雨花路---中华门地铁站---赛虹桥立交东---赛虹桥---凤台南路---赛上路---兴隆大街·西城路---...---33富春江东街·云龙山路---兴隆大街·泰山路---秋叶村---黄山路·牡丹江街---嵩山路·新安江街---嵩山路·奥体大街---奥体大街·云龙山路---创意路·富春江东街---富春江东街·云龙山路
南京111路公交车路线,[江南线路(1-399)],定坊工业园 06:00-20:50|凤台南路·梦都大街 06:40-21:30,2元（无人售票，IC卡通用）,南京公交集团第三客运公司,2024-03-28,定坊工业园---茗苑路---韩府大街·茗苑路---雨航大道·韩府大街---雨航大道·龙西路---贾西东---春江新城北---龙泉坊---凤翔山庄北---宁双路---安德门大街·软件大道---天隆寺地铁站---安德门大街·东向花---菊花台公园---安德门---能仁里---西云村---西云村北---凤台南路---赛上路---纬八立交桥北---凤台南路·梦都大街
南京112路公交车路线,[江南线路(1-399)],汇彩路东 06:00-19:20|将军山 06:50-20:10,单一票价2元,南京公交集团第四客运公司,2024-03-28,汇彩路东---祥天路---汇景北路东---七桥瓮公园---校场大道东---校场大道·国际路---校场大道·神机营路---不动产档案馆---校场大道西---夹岗---软件大道东---花神美境---翠岛花城---花神庙地铁站---软件大道地铁站东---共青广场---唐家洼---宁双路---安德门大街南---铁心桥---铁心桥南---银杏山庄---王燕街---大定坊---大周路北---...---31将军山---黄泥岗---中兴村---茗苑路---韩府山庄---省人武学校---将军山
南京113路公交车路线,[江南线路(1-399)],定坊工业园05:30-20:10 |河西金陵中学 06:20-21:00,空调车2元（无人售票，IC卡通用）,南京公交集团第三客运公司,2024-03-28,定坊工业园---软件谷人才公寓---中兴村---黄泥岗---大周路北---大定坊---王燕街---银杏山庄---铁心桥南---铁心桥---宁双路---安德门大街·软件大道---天隆寺(地铁站)---安德门大街·东向花---菊花台公园---安德门(总站)(南)---龙福山庄---赛上路---凤台南路---赛虹桥---赛虹桥立交西---应天大街·泰山路---应天大街·黄山路---应天大街·恒山路---庐山路·怡康街---...---27河西金陵中学---白鹭东街---河西金陵中学
南京114路公交车路线,[江南线路(1-399)],丁家庄 05:30-22:15|水佐岗06:15-23:00,空调车2元（无人售票，IC卡通用）,南京公交集团第一客运公司,2024-03-28,丁家庄---奋斗村---奋斗村西---兴兴路---上城名苑---南山---营苑东村南门---营苑南路---月苑小区---北苑新村---北苑一村---藤子村---依维柯---青年路---华跃路西---曹后村---新庄广场北---新模范马路东---新模范马路·青石村---司背后---新模范马路·虹桥---水佐岗---古平岗
南京115路公交车路线,[江南线路(1-399)],紫金明珠 05:30-21:00|经五立交总站 06:15-21:45,空调车2元（无人售票，IC卡通用）,南京公交集团第二客运公司,2024-03-28,紫金明珠---紫金东路东---紫金东路---胜利村路东---玄武军休六所---长巷---钟山花园城---后标营路·童卫路---富丽山庄北(南京郑和外校)---月牙湖---外五龙桥东---御道街---明故宫---后宰门---富贵山---板仓街·岗子村---板仓村---钟麓花园---花园路南---花园路·南林东路---玄武大道·长途东站---樱铁村---经五立交总站
南京117路公交车路线,[江南线路(1-399)],新模范马路东 06:15-22:00|南堡公园西 05:30-21:20,空调车2元（无人售票，IC卡通用）,南京公交集团第一客运公司,2024-03-28,南堡公园西---金陵六村---燕江路南---金陵小区---金陵村---水关桥---水关桥西---晓街---五所村---新民路---铁路北街---铁路北街南---福建路---新门口---钟阜路---黑龙江路---黑龙江路东---芦席营北---四川路---许府巷---玄武湖隧道---新模范马路东
南京118路公交车路线,[江南线路(1-399)],兴卫村 05:30-21:30|大光路北 06:15-22:15,空调车2元（无人售票，IC卡通用）,南京公交集团第一客运公司,2024-03-28,兴卫村---合作村东---兴都花园---南山---营苑东村南门---营苑南路---月苑小区---月苑南路---经五立交---樱驼花园---樱花路---蒋王庙---樱驼村---板仓街·花园路---钟麓花园---板仓村---板仓街·岗子村---富贵山---后宰门---明故宫南---御道街---标营---光华门北---光华门---大光路北
南京121路公交车路线,[江南线路(1-399)],锁石村 05:30-22:00|银城东苑 06:20-23:00,空调车2元（无人售票，IC卡通用）,南京公交集团第二客运公司,2024-03-28,锁石村---孟庄---金丝岗---晨光村---东郊小镇地铁站东---东郊小镇地铁站西---麒麟山庄---锦绣花园---麒麟门地铁站---麒麟门西---省勘查技术院---芝嘉花园---马群---钟山学院---五棵松---顾家营---柳营---钟灵街---大栅门---孝陵卫---理工大---小卫街东---胜利村路---长巷---东苑北---...---26银城东苑---银城东苑
南京124路公交车路线,[江南线路(1-399)],燕江新城 06:30-18:00|燕子矶公园 07:00-18:30,2元（无人售票，IC卡通用，可使用支付宝扫码支付）,南京公交集团第一客运公司,2024-03-28,燕江新城总站---神农路·壮举路---神农路·燕城大道---燕城大道·伏家场街---徐家村街东---嘉善路·门坡街---笆斗山地铁站西---门坡---燕子矶公园
南京125路公交车路线,[江南线路(1-399)],燕子矶公园 05:45-20:30|白马公园 06:00-20:30,2元（无人售票，IC卡通用）,南京公交集团第一客运公司,2024-03-28,燕子矶公园---门坡---化工新村东---燕子矶地铁站---胜利村---吉祥庵地铁站---神农路西---神农路·燕园路---南京特教学院---神农路桥---燕城大道·寅春西路---万寿---万寿停车场---墨香路北---万寿村---合作村---小营村---墨香路---经五立交---樱铁村---玄武大道·长途东站---新庄广场东---新庄广场南---锁金村---龙蟠路·岗子村---...---26白马公园---白马公园
南京126路公交车路线,[江南线路(1-399)],汇景西路05:50-21:00|棉花堤06:30-21:40,空调车2元（无人售票，IC卡通用）,南京公交集团第四客运公司,2024-03-28,汇景西路---汇景家园·景文苑---双龙街---夹岗---窨子山---春天家园---南京市中医院---洪家园---洪家园西---土城头南---土城头---应天大街·养虎巷---梅花村---应天大街·雨花路---中华门地铁站---赛虹桥立交东---赛虹桥立交西---应天大街·泰山路---应天大街·黄山路---应天大街·恒山路---应天大街·湖西街---江东中路·月安街---市第一医院河西院区---白鹭西街---燕山路·松花江西街---...---33棉花堤---梦都大街·乐山路---金陵图书馆---奥体中心西门---乐山路·富春江西街---乐山路·楠溪江西街---乐山路·河西大街---河西大街·乐山路---棉花堤
