线路名称,线路类型,运行时间,参考票价,公交公司,最后更新,公交路线-往
南京1路公交车路线,[江南线路(1-399)],南堡公园 05:00-23:00|建康路·夫子庙05:10-23:00,2元（IC卡通用）,南京公交集团第一客运公司,2024-03-28,南堡公园---金陵六村---燕江路---燕江路东---上元门---上元门地铁站---白云新寓---五塘村---五佰村路---干休所---河路道---中央门北---中央门南---许府巷---玄武湖隧道---玄武湖公园---玄武门地铁站南---中央路·鼓楼---鼓楼医院---中山路·珠江路北---中山路·珠江路南---新街口东---大行宫西---杨公井---太平南路·常府街---...---27太平南路·夫子庙---太平南路·白下路---太平南路·夫子庙
南京2路公交车路线,[江南线路(1-399)],中华门地铁站 05:00-22:00|墨香路总站 05:55-22:45,2元（IC卡通用）,南京公交集团第四客运公司,2024-03-28,墨香路总站---樱铁村---玄武大道·长途东站---新庄广场东---新庄广场南---锁金村---龙蟠路·岗子村---太平门---北京东路·九华山---太平北路·鸡鸣寺---四牌楼---大行宫北---网巾市---青石街---羊皮巷---内桥---内桥南---中华路·三山街---中华路·瞻园路---中华门城堡---大报恩寺遗址公园(建初寺)---中华门地铁站
南京3路环线公交车路线,[江南线路(1-399)],随家仓 05:00-22:30,空调车2元（无人售票，IC卡通用）,南京公交集团第四客运公司,2024-03-28,随家仓---南阴阳营---山阴路---西康路---玉泉路---莫干路---江苏路---傅佐路---湖南路---中央路·鼓楼---北京东路·进香河路---太平北路·鸡鸣寺---四牌楼---大行宫北---南京图书馆---新街口东---新街口西---大锏银巷---五台山---永庆巷---拉萨路---脑科医院---随家仓
南京4路公交车路线,[江南线路(1-399)],银城东苑05:30-23:00|新街口西05:40-23:30,空调车2元（无人售票，IC卡通用）,南京公交集团第二客运公司,2024-03-28,银城东苑---东苑北---钟山花园城---后标营路·童卫路---富丽山庄北(南京郑和外校)---月牙湖---外五龙桥东---标营---光华门北---光华门---大光路---通济门(东)---建康路·大中桥---长白街---白下路---中山南路·升州路---评事街---水西门---莫愁路·朝天宫---莫愁路北---新街口西
南京5路公交车路线,[江南线路(1-399)],南湾营05:00-22:20|长江路·估衣廊05:40-23:00,空调车2元（无人售票，IC卡通用）,南京公交集团第二客运公司,2024-03-28,南湾营---文康苑---融康苑---宁康苑---百水芊城---百水芊城北门---马群---钟山学院---五棵松---顾家营---柳营---钟灵街---大栅门---孝陵卫---理工大---小卫街---卫岗---卫桥---中山门---明故宫东---明故宫西---西安门---中山东路·逸仙桥---大行宫东---新街口东---...---26长江路·估衣廊---长江路·估衣廊
南京6路公交车路线,[江南线路(1-399)],万寿停车场 04:50-22:20|清凉山公园 05:40-23:10,空调车2元（无人售票，IC卡通用）,南京公交集团第一客运公司,2024-03-28,万寿停车场---墨香路北---万寿村---合作村---小营村---墨香路---经五立交---樱驼花园---樱花路---蒋王庙---樱驼村---板仓街·花园路---钟麓花园---板仓村---板仓街·岗子村---富贵山---后宰门---马标---珠江路·小营---浮桥---浮桥西---莲花桥---广州路·中山路---儿童医院---随家仓---...---28清凉山公园---脑科医院---省人民医院---清凉山公园
南京7路公交车路线,[江南线路(1-399)],瑞金路 05:00-22:25|宜悦街 05:50-23:15,空调车2元（无人售票，IC卡通用）,南京公交集团第二客运公司,2024-03-28,瑞金路---解放南路---大光路北---大光路---通济门(东)---白下路·大中桥---白下路---中山南路·升州路---评事街---水西门---莫愁湖公园南门---水西门大街·大士茶亭---茶亭东街---江东门纪念馆---水西门大街·江东门---江东万达广场---江东中路·集庆门大街---江东中路·应天大街---江东中路·月安街---江东中路·兴隆大街---兴隆大街·燕山路---清竹园南门---兴隆大街·华山路---乐山路·梦都大街---金陵图书馆---...---35宜悦街---奥体中心西门---乐山路·富春江西街---乐山路·楠溪江西街---乐山路·河西大街---乐山路·白龙江西街---乐山路·仁恒江湾城---乐山路·金沙江西街---青年文化中心东门---国际青年文化中心---宜悦街
南京8路公交车路线,[江南线路(1-399)],燕子矶公园 05:00-22:10|傅佐路 05:30-23:00,2元（无人售票，IC卡通用）,南京公交集团第一客运公司,2024-03-28,燕子矶公园---门坡---化工新村东---燕子矶地铁站---胜利村---吉祥庵地铁站---城市绿洲---晓庄地铁站北---晓庄---和燕路·青城路---南砖新村---和燕路·迈皋桥---东井村---红山站---东井亭---安怀村东---安怀村---中央门北---中央门南---许府巷---玄武湖隧道---玄武湖公园---湖南路---傅佐路
南京9路公交车路线,[江南线路(1-399)],宁工新寓 05:30-21:20|总统府 06:10-22:00,空调车2元（无人售票，IC卡通用）,南京公交集团第三客运公司,2024-03-28,宁工新寓---中保村南---银城街---漓江路---江东北路·清凉门大街---江东北路·东宝路---江东北路·汉中门大街---裕华名居---康怡花园---汉中门大街·嫩江路---莫愁新寓---汉中门大街东---汉中路·汉中门---汉中路·莫愁路---新街口西---新街口东---南京图书馆---总统府
南京10路公交车路线,[江南线路(1-399)],江边路总站 05:00-22:00|墨香路总站 05:45-22:35,空调车2元（无人售票，IC卡通用）,南京公交集团第四客运公司,2024-03-28,江边路总站---公共路中---静海寺纪念馆---兴中门---大桥饭店---长江大酒店---金海市场---民生街---城河村---金桥市场---中央门东---龙蟠路·南京站西---龙蟠路·南京站东---新庄广场西---新庄广场南---锁金村---板仓街·岗子村---板仓村---钟麓花园---花园路南---花园路·南林东路---玄武大道·长途东站---樱铁村---墨香路总站
南京11路公交车路线,[江南线路(1-399)],龙江新城市广场 05:00-23:00|燕江新城总站 05:00-23:00,空调车2元（无人售票，IC卡通用）,南京公交集团第四客运公司,2024-03-28,燕江新城总站---神农路·壮举路---神农路·燕城大道---神农路桥---燕城大道·寅春西路---墨香路北---万寿村---合作村---小营村---墨香路---经五立交---樱驼花园---樱花路---蒋王庙---樱驼村---板仓街·花园路---钟麓花园---板仓村---板仓街·岗子村---太平门---北京东路·九华山---和平公园---北京东路·鸡鸣寺---北京东路·鼓楼---鼓楼公园---...---32龙江新城市广场---北京西路·云南路---玉泉路---江苏省委---北京西路·草场门---草场门大桥东---龙江小区---龙江新城市广场
南京12路公交车路线,[江南线路(1-399)],旭日景城总站 06:10-22:30|唐山路总站 05:30-22:00,空调车2元（无人售票，IC卡通用）,南京公交集团第四客运公司,2024-03-28,旭日景城总站---旭日景城---五塘村东---白云新寓---上元门地铁站---上元门---燕江路东---燕江路---金陵六村---南堡公园西---宝塔桥---方家营---方家营路·水关桥---晓街---大桥饭店---兴中门---静海寺纪念馆---热河路---热河南路---南医大二附院---白云亭---白云亭西---唐山路总站
南京13路公交车路线,[江南线路(1-399)],南湖 05:00-22:15|南京站·南广场西 05:45-23:10,空调车2元（无人售票，IC卡通用）,南京公交集团第三客运公司,2024-03-28,南湖(总站)---南湖路·沿河村---东升村(省第二中医院)---南湖集贸市场---彩虹苑---集庆门大桥西---凤台路·水西门---虎踞南路·水西门---虎踞南路·建邺路---虎踞南路·汉中门---汉中路·汉中门---大锏银巷---五台山---五台山北---上海路·北京西路---云南路·大方巷---山西路---中山北路·虹桥---新模范马路·虹桥---和会街---三牌楼大街北---福建路---新门口---钟阜路(市第二医院)---黑龙江路---...---28南京站·南广场西---黑龙江路东---中央门东---南京站·南广场西
南京14路公交车路线,[江南线路(1-399)],汇景西路05:00-21:40|奥体新城05:40-22:20,2元（无人售票，IC卡通用）,南京公交集团第四客运公司,2024-03-28,汇景西路---汇景北路---汇景家园·景文苑---双龙街---夹岗---卡子门大街南---卡子门---城头城---土城头南---土城头---大树城---马道街·江宁路---箍桶巷---市第一医院---殷高巷---集庆门---集庆门大桥西---南湖集贸市场---南苑新村---文体路·泰山路---应天大街·黄山路---应天大街·恒山路---应天大街·湖西街---所街---应天大街·燕山路---...---29奥体新城---燕山路·月安街---月安街·华山路东---兴隆大街·华山路---奥体新城
南京16路公交车路线,[江南线路(1-399)],龙福山庄总站 05:00-22:00|中山码头北 05:50-23:00,空调车2元（无人售票，IC卡通用）,南京公交集团第四客运公司,2024-03-28,龙福山庄总站---赛上路---凤台南路---赛虹桥---赛虹桥立交东---中华门地铁站---应天大街·雨花路---大报恩寺遗址公园(建初寺)---中华门城堡---中华路·长乐路---中山南路·新桥---中山南路·升州路---三元巷---新街口南---新街口北---中山路·珠江路南---中山路·珠江路北---鼓楼医院---中山北路·鼓楼---中山北路·大方巷---山西路---中山北路·虹桥---中山北路·三牌楼---中山北路·萨家湾---盐仓桥广场西---...---28中山码头北---热河路---公共路中---中山码头北
南京17路公交车路线,[江南线路(1-399)],紫金明珠 05:00-22:30|南京站·南广场东 05:40-23:10,空调车2元（无人售票，IC卡通用）,南京公交集团第二客运公司,2024-03-28,紫金明珠---南理工科技园---清新家园---牌楼---海福巷东---海福巷西---工程兵学院---天堂村---石门坎---石门坎西---光华路西---光华门北---标营---御道街---明故宫南---明故宫---后宰门南---后宰门---富贵山---龙蟠路·岗子村---锁金村---新庄广场南---新庄广场西---龙蟠路·南京站东---南京站·南广场东
南京18路公交车路线,[江南线路(1-399)],金域中央总站 05:30-22:30|新街口·石鼓路 05:30-23:00,空调车2元（无人售票，IC卡通用）,南京公交集团第一客运公司,2024-03-28,金域中央总站---戎军路南---孙家洼路北---幕府南路北---大庙村---水关桥---水关桥西---机务段---南京西站---热河路---热河南路---南医大二附院---农贸中心---江东北路·三汊河---江东北路·定淮门大街---江东北路·龙园北路---江东北路·草场门大街---江东北路·闽江路---江东北路·清凉门大街---中心南村---凤凰花园城---凤凰三村---鱼苗塘---凤凰西街---凤凰街---...---29新街口·石鼓路---汉中路·汉中门---汉中路·莫愁路---新街口西---新街口·石鼓路
南京19路公交车路线,[江南线路(1-399)],南京南站 05:15-22:00|育才公寓 06:00-22:45,空调车2元（无人售票，IC卡通用）,南京公交集团第四客运公司,2024-03-28,南京南站---玉盘西街---茶花路---翠岛花城---玉兰路---花神湖---宁南小区西---紫荆花路(南京科技馆)---花神庙[雨花台中学]---望江矶---公交总公司驾校---雨花南路·安德门---能仁里---雨花西路---窑湾街---钓鱼台---殷高巷---集庆门---凤台路·水西门---莫愁湖公园南门---水西门大街·大士茶亭---北圩路---汉中门大街·嫩江路---康怡花园---裕华名居---...---31育才公寓---典雅居---浦江路·汉中门大街---金陵世纪花园---鼓楼河西服务中心---鼓教二村---育才公寓
南京20路公交车路线,[江南线路(1-399)],莫愁湖公园西门 06:00-18:00|明孝陵停车场 06:50-19:10,2元（无人售票，IC卡通用）,南京公交集团第三客运公司,2024-03-28,莫愁湖公园西门---莫愁湖西路---水西门大街·大士茶亭---北圩路---迎春里---鱼苗塘---嫩江路---清凉门大桥西---清凉山公园---虎踞关南---虎踞关北---山阴路---南阴阳营---上海路·北京西路---鼓楼公园---北京东路·进香河路---北京东路·兰园---北京东路·九华山---太平门---白马公园---紫金山索道---琵琶湖---中山植物园---明孝陵---梅花谷西门---...---26明孝陵停车场---明孝陵停车场
南京20路区间公交车路线,[江南线路(1-399)],莫愁湖公园西门 18:10-20:20|白马公园 19:10-21:00,2元（无人售票，IC卡通用）,南京公交集团第三客运公司,2024-03-28,莫愁湖公园西门---莫愁湖西路---水西门大街·大士茶亭---北圩路---迎春里---鱼苗塘---嫩江路---清凉门大桥西---清凉山公园---虎踞关南---虎踞关北---山阴路---南阴阳营---上海路·北京西路---鼓楼公园---北京东路·进香河路---北京东路·兰园---北京东路·九华山---太平门---白马公园
南京21路公交车路线,[江南线路(1-399)],凤台南路 04:40-22:10|中山码头北 05:30-23:00,空调车2元（无人售票，IC卡通用）,南京公交集团第三客运公司,2024-03-28,凤台南路---赛虹桥---银桥市场---凤台路·集庆门---凤台路·水西门---虎踞南路·水西门---虎踞南路·建邺路---虎踞南路·汉中门---虎踞路·汉中门---虎踞路·清凉山---国防园---虎踞路·草场门---虎踞北路·草场门---古林公园---古平岗---镇江路---丁山宾馆---双门楼宾馆---盐仓桥---大桥饭店---兴中门---静海寺纪念馆---公共路中---中山码头北
南京22路公交车路线,[江南线路(1-399)],傅佐路 05:40-23:00|万寿停车场 05:00-22:20,空调车2元（无人售票，IC卡通用）,南京公交集团第一客运公司,2024-03-28,万寿停车场---墨香路北---万寿村---合作村---小营村---墨香路---月苑南路---月苑小区---北苑新村---长营村---迈皋桥东---省中西医结合医院---十字街---红山森林动物园---红山路·华跃路---曹后村---新庄广场北---新庄广场西---龙蟠路·南京站东---龙蟠路·南京站西---中央门东---中央门南---许府巷---玄武湖隧道---玄武湖公园---...---27傅佐路---湖南路---傅佐路
南京23路公交车路线,[江南线路(1-399)],红花村 05:20-21:30|清江南路 06:00-22:10,空调车2元（无人售票，IC卡通用）,南京公交集团第四客运公司,2024-03-28,红花村---节制闸南---节制闸---节制闸西---武定门---琵琶巷---市第一医院---中山南路·新桥---评事街---水西门---建邺路·止马营---虎踞南路·建邺路---虎踞南路·汉中门---虎踞路·汉中门---虎踞路·清凉山---清凉门大桥西---清凉门大街·湛江路---中心南村---江东北路·东宝路---江东北路·汉中门大街---典雅居---汉中门大街·清江路---鼓楼科技园---清江南路
南京24路公交车路线,[江南线路(1-399)],金科院幕府校区 06:00-21:00|白马公园 06:40-22:00,空调车2元（无人售票，IC卡通用）,南京公交集团第一客运公司,2024-03-28,金科院幕府校区---行知路东---幕府东路---晓庄村---晓庄---和燕路·青城路---南砖新村---迈皋桥东---长营村---北苑一村---藤子村---青年路---华跃路西---曹后村---新庄广场北---新庄广场南---锁金村---龙蟠路·岗子村---白马公园
南京25路公交车路线,[江南线路(1-399)],北崮山 06:00-22:30|南理工科技园 06:00-22:30,空调车2元（无人售票，IC卡通用）,南京公交集团第一客运公司,2024-03-28,北崮山---干休所---河路道---中央门北---中央门南---许府巷---玄武湖公园---玄武门地铁站南---中央路·鼓楼---鼓楼医院---中山路·珠江路南---新街口东---大行宫西---大行宫东---中山东路·逸仙桥(毗卢寺)---西安门(军区总院)---瑞金北村---瑞金路---标营---蓝旗街---蓝旗街东---紫金路---苜蓿园大街南---工程兵学院---海福巷西---...---29南理工科技园---海福巷东---牌楼---清新家园---南理工科技园
南京26路公交车路线,[江南线路(1-399)],小行小区 05:00-22:10|鼓楼公交总站 05:50-23:00,空调车2元（无人售票，IC卡通用）,南京公交集团第三客运公司,2024-03-28,小行小区---小行里---小行(名城世家花园)---时光澔韵---菊花台---安德门---雨花南路·安德门---公交总公司驾校---雨花新村---共青团路·普德村(市第一医院南院)---雨花台北大门---雨花路立交桥---雨花台东大门---养回红村(江南出租汽车公司)---卡子门西---城头城---路子铺---秦虹桥---武定门---琵琶巷---市第一医院---中华路·瞻园路---中华路·三山街---内桥南---内桥巷---...---32鼓楼公交总站---新街口·正洪街---青石街---相府营---红庙---进香河(东南大学)---北京东路·鼓楼---鼓楼公交总站
南京27路公交车路线,[江南线路(1-399)],南京南站 05:10-22:10|新街口南 06:00-23:00,空调车2元（无人售票，IC卡通用）,南京公交集团第四客运公司,2024-03-28,南京南站---绿都大道---宏运大道·金源路---宏运大道·金兰路---宏运大道·民生路---岔路口西---江宁装饰城---气象学院---双龙街---夹岗---窨子山---春天家园---南京市中医院---后江沿---光卡路---马家圩---中和桥---光华门---大光路北---解放南路---公园路---常府街---八一医院---户部街---新街口·正洪街---...---27新街口南(大洋百货)---长江路·估衣廊---新街口南(大洋百货)
南京28路公交车路线,[江南线路(1-399)],墨香路总站 05:30-22:00|集庆门大街·湖西街 05:30-22:00,空调车2元（无人售票，IC卡通用）,南京公交集团第一客运公司,2024-03-28,墨香路总站---樱铁村---玄武大道·长途东站---新庄广场东---新庄广场西---龙蟠路·南京站东---龙蟠路·南京站西---中央门东---中央门南---许府巷---玄武湖隧道---玄武湖公园---玄武门地铁站南---中央路·鼓楼---中山路·珠江路北---新街口南(大洋百货)---三元巷---张府园(西)---建邺路---建邺路·止马营---虎踞南路·水西门---长虹路北---长虹路---集庆门大桥西---南湖集贸市场---...---28集庆门大街·湖西街---东升村(省第二中医院)---集庆门大街·南湖路---集庆门大街·湖西街
南京29路公交车路线,[江南线路(1-399)],杨庄 05:15-22:15|长江路·估衣廊 05:50-22:50,空调车2元（无人售票，IC卡通用）,南京公交集团第二客运公司,2024-03-28,杨庄---银龙花园---银龙花园东---西桐桥---银龙雅苑---湿地公园---友谊河路南---友谊河路---海福巷西---工程兵学院---天堂村---石门坎---光华路西---光华门---大光路北---解放南路---瑞金北村---西安门(军区总院)---中山东路·逸仙桥(毗卢寺)---总统府---网巾市---长江路·估衣廊
南京30路公交车路线,[江南线路(1-399)],幕府创新小镇5:10-22:00|建康路6:10-23:00,空调车2元（无人售票，IC卡通用）,南京公交集团第一客运公司,2024-03-28,幕府创新小镇---幕府东路---晓庄村---南京卫校---晓庄---和燕路·青城路---南砖新村---和燕路·迈皋桥---东井村---红山站---东井亭---安怀村东---安怀村---中央门北---中央门南---许府巷---玄武湖隧道---玄武湖公园---傅厚岗---保泰街---丹凤街---鱼市街---相府营---青石街---羊皮巷---...---28建康路---内桥---白下路---建康路
南京31路公交车路线,[江南线路(1-399)],中山码头 05:15-22:15|建康路 05:30-22:15,空调车2元（无人售票，IC卡通用）,南京公交集团第四客运公司,2024-03-28,中山码头---盐仓桥广场西---中山北路·萨家湾---中山北路·三牌楼---中山北路·虹桥---中山北路·大方巷---中山北路·鼓楼---北京东路·进香河路---太平北路·鸡鸣寺---四牌楼---大行宫北---南京图书馆---大行宫南---杨公井(八一医院)---太平南路·常府街---太平南路·白下路---建康路
南京32路公交车路线,[江南线路(1-399)],龙江新城市广场 05:00-22:00|南京站·南广场西 05:40-22:40,空调车2元（无人售票，IC卡通用）,南京公交集团第四客运公司,2024-03-28,龙江新城市广场---龙江花园---江东北路·定淮门大街---江东北路·三汊河---农贸中心---南医大二附院---热河南路---盐仓桥广场西---中山北路·萨家湾---三牌楼大街北---和会街---司背后---新模范马路·青石村---新模范马路东---玄武湖隧道---中央门东---龙蟠路·南京站西---南京站·南广场西
南京33路公交车路线,[江南线路(1-399)],雨花台南大门 05:00-22:10|南京站·南广场西 05:45-23:00,空调车2元（无人售票，IC卡通用）,南京公交集团第四客运公司,2024-03-28,雨花台南大门---望江矶---花神庙[雨花台中学]---紫荆花路(南京科技馆)---宁南小区---紫荆花路东---城头城---路子铺---秦虹桥---武定门---琵琶巷---市第一医院---中山南路·新桥---中山南路·升州路---三元巷---新街口南---新街口北---中山路·珠江路南---中山路·珠江路北---鼓楼医院---中央路·鼓楼---玄武门地铁站南---观音里(市公交集团)---玄武湖隧道---中央门立交---...---27南京站·南广场西---中央门东---南京站·南广场西
南京34路区间公交车路线,[江南线路(1-399)],中山码头 05:00-22:00|中山门 05:45-22:45,2元（IC卡通用）,南京公交集团第一客运公司,2024-03-28,中山码头---盐仓桥广场西---中山北路·萨家湾---中山北路·三牌楼---中山北路·虹桥---山西路---中山北路·大方巷---中山北路·鼓楼---中山路·珠江路北---新街口东---大行宫东---中山东路·逸仙桥(毗卢寺)---西安门(军区总院)---明故宫西---明故宫东---中山门
南京34路公交车路线,[江南线路(1-399)],中山码头 05:00-18:25|中山陵停车场 05:45-19:20,2元（IC卡通用）,南京公交集团第四客运公司,2024-03-28,中山码头---盐仓桥广场西---中山北路·萨家湾---中山北路·三牌楼---中山北路·虹桥---山西路---中山北路·大方巷---中山北路·鼓楼---中山路·珠江路北---新街口东---大行宫东---中山东路·逸仙桥(毗卢寺)---西安门(军区总院)---明故宫西---明故宫东---中山门---卫桥---卫岗---下马坊---博爱园---中山陵停车场
南京35路公交车路线,[江南线路(1-399)],集庆门 05:20-22:00|幕府创新小镇 06:00-22:40,空调车2元（无人售票，IC卡通用）,南京公交集团第四客运公司,2024-03-28,集庆门---仙鹤街---仙鹤桥---评事街---中山南路·升州路---三元巷---新街口南---新街口北---中山路·珠江路北---中央路·鼓楼---玄武门地铁站南---观音里(市公交集团)---玄武湖隧道---中央门南---中央门北---河路道---干休所---五佰村路---五塘村---五塘村东---旭日景城---黄方村---窑上村(仙人湖度假村)---水吉路南---幕府创新小镇
南京36路公交车路线,[江南线路(1-399)],柳营 04:55-21:55|南京站·北广场东 05:30-22:30,空调车2元（无人售票，IC卡通用）,南京公交集团第二客运公司,2024-03-28,柳营---钟灵街---大栅门---孝陵卫---理工大---小卫街---卫岗---卫桥---中山门---清溪路---清溪路北---后宰门---富贵山---龙蟠路·岗子村---锁金村---新庄广场南---曹后村西(暂不停靠)---南京站·北广场东
南京37路公交车路线,[江南线路(1-399)],紫金明珠 05:20-22:10|奥体新城 06:20-23:10,空调车2元（无人售票，IC卡通用）,南京公交集团第二客运公司,2024-03-28,紫金明珠---南理工科技园---清新家园---牌楼---海福巷东---海福巷西---工程兵学院---天堂村---苜蓿园大街南---小天堂---苜蓿园大街---月牙湖---瑞金路---公园路---常府街---八一医院---户部街---内桥---中山南路·升州路---评事街---水西门---莫愁湖公园南门---水西门大街·大士茶亭---茶亭东街---江东门纪念馆---...---33奥体新城---水西门大街·江东门---江东万达广场---万达广场南---精金花园东---华山路·上新河街---华山路·月安街---兴隆大街·华山路---奥体新城
南京38路公交车路线,[江南线路(1-399)],中华门地铁站 06:10-21:45|大明西路 05:40-21:10,2元（IC卡通用）,南京公交集团第四客运公司,2024-03-28,中华门地铁站---应天大街·雨花路---大报恩寺遗址公园---中华门城堡---市第一医院---琵琶巷---武定门---秦虹路---秦虹西---秦虹小区---秦虹路·马家圩---光卡路---后江沿---南京市中医院---洪家园---大明西路
南京39路公交车路线,[江南线路(1-399)],江边路总站 05:20-22:40|应天大街·雨花路 05:30-22:00,空调车2元（无人售票，IC卡通用）,南京公交集团第三客运公司,2024-03-28,应天大街·雨花路---中华门地铁站---赛虹桥立交东---赛虹桥立交西---应天大街·泰山路---应天大街·黄山路---应天大街·恒山路---应天大街·湖西街---江东中路·应天大街---江东中路·集庆门大街---江东万达广场---江东中路·水西门大街---江东北路·汉中门大街---江东北路·东宝路---江东北路·清凉门大街---江东北路·闽江路---江东北路·草场门大街---江东北路·龙园北路---江东北路·定淮门大街---江东北路·三汊河---农贸中心---南医大二附院---热河南路---热河路---公共路中---...---26江边路总站---江边路总站
南京40路区间公交车路线,[江南线路(1-399)],月苑南路 06:30-09:20|迈皋桥东 06:40-09:30,空调车2元（无人售票，IC卡通用）,南京公交集团第一客运公司,2024-03-28,月苑南路---月苑小区---北苑新村---长营村---迈皋桥东
南京40路公交车路线,[江南线路(1-399)],月苑南路 05:00-22:10|建康路·夫子庙 05:50-23:00,空调车2元（无人售票，IC卡通用）,南京公交集团第一客运公司,2024-03-28,月苑南路---月苑小区---北苑新村---长营村---迈皋桥东---省中西医结合医院---十字街---红山森林动物园---红山路·华跃路---曹后村---新庄广场北---新庄广场南---锁金村---龙蟠路·岗子村---太平门---太平门南---龙蟠中路·荷包套---龙蟠中路·小营---龙蟠中路·毗卢寺---龙蟠中路·逸仙桥---龙蟠中路·瑞金路---白下路·大中桥---太平南路·夫子庙---建康路·夫子庙
南京41路公交车路线,[江南线路(1-399)],中和路·高庙路 05:15-21:20|新街口·石鼓路 06:05-22:20,空调车2元（无人售票，IC卡通用）,南京公交集团第三客运公司,2024-03-28,中和路·高庙路---清辉园---中和村南---中和村---中和村北---清荷园北---黄山路·金沙江东街---黄山路·双和街---黄山路·嘉陵江东街---黄山路·白龙江东街---黄山路·楠溪江东街---黄山路·富春江东街---庐山路·奥体大街---庐山路·牡丹江街---庐山路·松花江东街---河西金陵中学---白鹭东街---庐山路·怡康街---应天大街---安如村---沿河村---玉塘村---水西门大街·大士茶亭---莫愁湖公园南门---莫愁路·水西门---...---29新街口·石鼓路---建邺路---秣陵路东---王府大街---新街口·石鼓路
南京42路公交车路线,[江南线路(1-399)],银城花园6:00-21:50|金域中央总站水关桥总站5:10-21:00,空调车2元（无人售票，IC卡通用）,南京公交集团第三客运公司,2024-03-28,银城花园---银城街---龙江地铁站西---龙江小区---草场门大桥东---北京西路·草场门---江苏省委---玉泉路---莫干路---江苏路---傅佐路---中山北路·虹桥---新模范马路·虹桥---和会街---三牌楼大街北---福建路---新门口---钟阜路(市第二医院)---黑龙江路---黑龙江路东---中央门北---河路道---干休所---五佰村路---五塘村---...---34水关桥总站---幕府新村---纬一路---翠亭路---戎军路南---金域中央总站---大庙村---水关桥---水关桥西---水关桥总站
南京43路公交车路线,[江南线路(1-399)],双桥门东 05:10-21:40|龙江新城市广场 06:00-22:30,空调车2元（无人售票，IC卡通用）,南京公交集团第四客运公司,2024-03-28,双桥门东---康居里---康安里---秦虹小区---秦虹西---节制闸南---节制闸---节制闸西---武定门---琵琶巷---市第一医院---殷高巷---仙鹤街---仙鹤桥---鼎新路---建邺路---王府大街·朝天宫---秣陵路---莫愁路北---五台山---永庆巷---拉萨路---省人民医院---清凉山公园---清凉门大桥西---...---29龙江新城市广场南---嫩江路北---汉江路东---汉江路---龙江新城市广场南
南京44路公交车路线,[江南线路(1-399)],宁双路东 05:30-22:00|兰园 06:15-22:45,空调车2元（无人售票，IC卡通用）,南京公交集团第四客运公司,2024-03-28,宁双路东上客---宁双路东---宁双路---唐家洼---共青广场---尹家巷北---南北中村---花神大道---望江矶---公交总公司驾校---雨花南路·安德门---能仁里---雨花西路---窑湾街---钓鱼台---中华路·瞻园路---中华路·三山街---内桥南---长白街---太平巷---常府街北---科巷---总统府---大行宫北---四牌楼---...---27兰园---太平北路·鸡鸣寺---兰园
南京45路公交车路线,[江南线路(1-399)],宁工新寓 05:20-21:50|南京站·南广场西 06:00-22:30,空调车2元（无人售票，IC卡通用）,南京公交集团第四客运公司,2024-03-28,宁工新寓---龙江地铁站西---龙江小区---南艺后街南---南艺西门---江苏广播电视塔---佳盛花园南---定淮门---古平岗西---水佐岗---三步两桥---新模范马路·虹桥---司背后---东柏果园---紫竹林---青石村---许府巷·江西路---中央门立交---中央门东---龙蟠路·南京站西---南京站·南广场西
南京46路公交车路线,[江南线路(1-399)],景明佳园 05:20-22:10|市口腔医院 06:10-23:00,空调车2元（无人售票，IC卡通用）,南京公交集团第三客运公司,2024-03-28,景明佳园---万博花卉---尹家巷---软件大道地铁站东---雨花市民中心南---花神庙地铁站---翠岛花城---花神美境---软件大道东---窨子山---春天家园---南京市中医院---洪家园---洪家园西---土城头南---土城头---大树城---马道街·江宁路---箍桶巷---市第一医院---中华路·瞻园路---中华路·三山街---内桥南---内桥---羊皮巷---...---31市口腔医院---新街口·正洪街---青石街---相府营---红庙---进香河(东南大学)---市口腔医院
南京47路公交车路线,[江南线路(1-399)],双桥门北 05:20-21:40|宁工新寓 06:05-22:30,空调车2元（无人售票，IC卡通用）,南京公交集团第四客运公司,2024-03-28,双桥门北---秦虹桥---秦虹路---节制闸南---节制闸---节制闸西---白鹭东苑---七里街---通济门---龙蟠中路·瑞金路---龙蟠中路·逸仙桥---龙蟠中路·毗卢寺---珠江路·小营---浮桥西---莲花桥---鱼市街---丹凤街---保泰街---傅厚岗---湖南路---市青少年宫---马台街---将军庙---新模范马路·虹桥---水佐岗---...---34宁工新寓---古平岗西---定淮门---佳盛花园---清江花苑---舸舫西园---海德卫城---宝船遗址公园---中保村---宁工新寓
南京48路公交车路线,[江南线路(1-399)],奥体新城 5:20-21:10|白马公园 6:10-22:00,空调车2元（无人售票，IC卡通用）,南京公交集团第三客运公司,2024-03-28,奥体新城---月安街·华山路东---市第一医院河西院区---江东中路·月安街---应天大街·湖西街---应天大街---安如村---沿河村南---沿河村---福园---拓园---茶亭东街---水西门大街·大士茶亭---莫愁湖公园南门---莫愁路·水西门---莫愁路·朝天宫---莫愁路北---五台山---儿童医院---珠江路·中山路---鱼市街---丹凤街---北京东路·进香河路---北京东路·兰园---北京东路·九华山---...---27白马公园---太平门---白马公园
